"X","country","year","gdp","pop","transport.emissions","lgdp","lpop","ltransport.emissions","const","L1.ltransport.emissions","L1.lgdp","L1.lpop"
1339,"Portugal",2007,240585203507.841,10542964,18301.622961,26.206340140291,16.1709692759654,9.81474502129055,1,9.82475556948764,26.1815833347472,16.1690062321205
1340,"Portugal",2008,241353268304.145,10558177,18357.07759,26.2095275407228,16.1724111887639,9.81777047884722,1,9.81474502129055,26.206340140291,16.1709692759654
1341,"Portugal",2009,233818025950.208,10568247,17929.721305,26.1778089828849,16.1733644973563,9.79421502297587,1,9.81777047884722,26.2095275407228,16.1724111887639
1342,"Portugal",2010,237880908317.652,10573100,17677.370964,26.1950360001635,16.1738235977235,9.7800406240033,1,9.79421502297587,26.1778089828849,16.1733644973563
1343,"Portugal",2011,233846053840.221,10557560,16424.109494,26.1779288462281,16.1723527489377,9.70650562538381,1,9.7800406240033,26.1950360001635,16.1738235977235
1344,"Portugal",2012,224358231088.027,10514844,15063.947173,26.1365098572981,16.1682985310602,9.62005956349335,1,9.70650562538381,26.1779288462281,16.1723527489377
1345,"Portugal",2013,222288203807.692,10457295,14821.263076,26.1272405922157,16.1628103789507,9.60381812301867,1,9.62005956349335,26.1365098572981,16.1682985310602
1346,"Portugal",2014,224049149926.184,10401062,15032.658634,26.1351312840459,16.1574184742828,9.61798035559378,1,9.60381812301867,26.1272405922157,16.1628103789507
1347,"Portugal",2015,228064215666.049,10358076,15057.87666,26.1528930739037,16.1532770632629,9.6196564993817,1,9.61798035559378,26.1351312840459,16.1574184742828
1348,"Portugal",2016,232669941097.613,10325452,15358.4215818,26.1728867244271,16.1501224730929,9.63941923981977,1,9.6196564993817,26.1528930739037,16.1532770632629
1349,"Portugal",2017,240828147844.25,10300300,15731.6184404802,26.2073494365905,16.1476835789893,9.66342787953778,1,9.63941923981977,26.1728867244271,16.1501224730929
1350,"Portugal",2018,247179377392.148,10283822,15109.0958739092,26.2333801342609,16.1460825387778,9.62305221720314,1,9.66342787953778,26.2073494365905,16.1476835789893
1351,"Romania",1969,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
